Conversation Incomplete,input,output
66fd2401ea90d09a277f4aeb,"Below is the conversation between the bot and user

user: https://www.facebook.com/share/v/8V8payM2hwY76JSN/?mibextid=xfxF2i
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health-issues that you would like to discuss?

user: https://www.facebook.com/share/p/kb5NC6czyRMa7mDw/?mibextid=xfxF2i
bot: Do you have any symptoms or health-issues that you would like to discuss?

",Symptom Consultation
66fd1f5b31de073356a42410,"Below is the conversation between the bot and user

user: https://tinyurl.com/Amazon-800
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fd1f37288cb65ed8b63642,"Below is the conversation between the bot and user

user: I got today
bot: Hi, I am Vaidushi and how can I help you today regarding your interest to buy Madhavprash?


user: But I have quiry in box madavprash quantity is half of bos
bot: We apologize that our medicines did not meet your expectations and appreciate your feedback.

However, we want to share that our products and over 360 clinics have helped thousands of patients achieve heart and diabetes reversals, with many recommending us to others. Notably, more than 150,000 units of Madhavprash have been consumed, with over 50% of purchases coming from repeat buyers who experienced positive results.

We encourage you to follow the recommended usage to see the benefits. We take your experience seriously and will work to improve. Thank you for sharing your thoughts.

",To Buy the Product
66fd041cea90d09a277f4ae3,"Below is the conversation between the bot and user

user: Follow this link to join my WhatsApp group: https://chat.whatsapp.com/B4n2r97rP7V91TA0DPVkXC
user: वरील लिंक आपल्या सोयी सुविधा उपलब्ध करून देण्यात साठी आहे..
आपल्या नंदुरबार शहरातील काना कोपऱ्यात कुठे काय मिळते आणि आपल्याला काय हवे तसेच आपल्या घरी बसून आपल्या समऱ्या म्हणजे कोणाचे फोन नंबर पत्ता किंवा इतर माहिती साठी आहे... तसेच ज्या महिलां काही गृह उद्योग किंवा काही बिझनेस करत असाल तर जाहिरात सेंड करण्यासाठी आहे...हा गृप फक्त नंदुरबार शहरा तील महीलांन साठी आहे..
या गृप ला गृहीणी, पासून सर्व नोकरी करणाऱ्या महीला अॅड आहेत तरी ते भान राखून आपण गृप ला अॅड हो ऊ शकता.... कृपया गृप चे नियम पालन केले तर बरे होईल हा गृप आपल्या हिता साठी च आहे ‌..
सहकार्य करावे अशी अपेक्षा करते
अनिता सैंदाणे नंदुरबार
🙏🙏🙏
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

bot: मी माधवबागचा हेल्थ-केअर एक्झिक्युटिव्ह आहे. तुम्हाला काही लक्षणे किंवा आरोग्य समस्या आहेत ज्याबद्दल तुम्ही माझ्याशी चर्चा करू इच्छिता?

user: मला चेहऱ्यावर उष्णतेचे पिंपल्स येतात..
bot: तुम्हाला तुमच्या चेहऱ्यावर पिंपल्स येत आहेत असे दिसते. तुम्ही अलीकडे तुमच्या आहारात किंवा जीवनशैलीत असे काही बदल केले आहेत का ज्यामुळे ही समस्या उद्भवली असेल?

user: उष्णता वाढू नाही शरीरात म्हणून काय करावे
bot: शरीरातील उष्णता वाढवण्यासाठी तुम्ही तुमच्या आहारात किंवा जीवनशैलीत काही बदल केले आहेत का?

user: नाही
bot: It is important to maintain a balanced diet and stay hydrated to help reduce body heat and prevent pimples on the face. You can also try using natural remedies like applying aloe vera gel or cucumber slices on the affected areas. If the issue persists, it is advisable to consult with a healthcare professional.

user: एलोवेरा कोणत्या कंपनीचे घ्यायचे
bot: आम्ही माधवबाग येथे कोरफड वेरा उत्पादनांसाठी विशिष्ट ब्रँडची शिफारस करत नाही. तथापि, आम्ही कोरफड वेरा उत्पादने निवडण्याची शिफारस करतो जी उच्च दर्जाची आणि शुद्धता आहेत. तुम्ही स्थानिक आयुर्वेदिक स्टोअर्स किंवा प्रतिष्ठित ऑनलाइन विक्रेत्यांकडून कोरफडीची उत्पादने खरेदी करू शकता. अधिक माहितीसाठी किंवा मार्गदर्शनासाठी, कृपया आमच्या जवळच्या क्लिनिकला भेट द्या किंवा आमच्याशी थेट संपर्क साधा.

user: शरीराच्या काही भागावर माणसाची गाठ असली तर ती कशी काढावी..
bot: माधवबाग विविध आरोग्य समस्यांवर विशेष आयुर्वेदिक उपचार देतात, ज्यात गाठ किंवा गळू यांचा समावेश आहे. आम्ही आमच्या जवळच्या क्लिनिकला भेट देण्याची शिफारस करतो जेणेकरून आमचे डॉक्टर तुमच्या स्थितीचे मूल्यांकन करू शकतील आणि वैयक्तिक उपचार योजना देऊ शकतील. आमच्या उपचारांमध्ये अनेकदा पंचकर्म उपचारांचा समावेश असतो, ज्या शरीराला डिटॉक्सिफाई आणि टवटवीत करण्यासाठी डिझाइन केल्या जातात, संभाव्यत: समस्येचे मूळ कारण संबोधित करतात. कृपया तपशीलवार सल्लामसलत करण्यासाठी भेटीची वेळ निश्चित करा.

user: शरीरावर काही भागावर मावंसाची गाठ आली असेल तर काय कशी काढावी..
bot: माधवबाग स्नेहन आणि स्वीडन सारख्या विशेष पंचकर्म उपचारांद्वारे स्नायूंच्या गाठीसाठी प्रभावी उपाय देतात. हे उपचार अस्वस्थता दूर करण्यात आणि एकूण स्नायूंच्या आरोग्यास प्रोत्साहन देण्यास मदत करतात. तुम्हाला सल्ला आणि उपचारासाठी अपॉइंटमेंट बुक करायची आहे का?

user: प्रिय कॉस्ट आहे का
bot: माफ करा, मी केवळ आयुर्वेद, स्वास्थ्य आणि मसाजच्या संबंधित प्रश्नांवरचे उत्तर देते. कृपया इतर प्रश्नांसाठी संपर्क क्रिया करण्याची विनंती करत असल्यास, कॉलबॅकसाठी आपला नंबर द्या - +917304501163. धन्यवाद!

user: फ्री ऑफ कॉस्ट आहे का
bot: मी फक्त आरोग्य-सेवा, आयुर्वेद आणि मसाजशी संबंधित उत्तरे देतो. तुम्हाला या विषयांशी संबंधित काही प्रश्न असल्यास, मोकळ्या मनाने विचारा. धन्यवाद!

",Symptom Consultation
66fd02e731de073356a42406,"Below is the conversation between the bot and user

user: Pls call me
bot: Hi there! This is Aisha from Madhavbaug. How can I assist you today? Do you have any symptoms or health issues that you would like to discuss?

user: I have paid Rs 1299 but no call from your side
bot: I apologize for the inconvenience. Please provide me with your contact number so that I can arrange a call back for you.

user: Sure
bot: I apologize for the inconvenience. Please provide me with your contact number so that I can arrange a call back for you.

user: 9769013123
bot: Thank you for providing your contact number. I will arrange a call back for you shortly.

user: Thanks
bot: You're welcome! If you have any health-related questions or concerns, feel free to ask.

user: Joint pain
bot: Have you tried any treatments or medications for your joint pain, and if so, what has been effective?

user: No not yet
bot: When did you first begin experiencing joint pain, and has it been persistent or intermittent since then?

user: Last few months
bot: Madhavbaug offers ""Vataher chikitsa"" for joint pain, which is an Ayurvedic therapy that provides relief and cures from deep within. The treatment consists of a locally done Snehan (oil massage), followed by specific recommendations for managing arthritis. Here are some tips for joint pain relief:

1. Drink hingu (asafoetida) in lukewarm water on an empty stomach.
2. Massage with sesame oil every day.
3. Apply shunthi (dry ginger) and haridra (turmeric) lepa if there is swelling on the joint.
4. Avoid daytime sleeping.
5. Avoid a vata dosha prakopak diet, which includes bakery products, mataki (moth beans), green peas, and cold drinks.

For a personalized treatment plan, we recommend visiting the nearest Madhavbaug clinic so our doctors can assess your condition and start your treatment at the earliest.

",Symptom Consultation
66fd02dffcea0548a9c49210,"Below is the conversation between the bot and user

user: Hi
bot: Hi! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: No
bot: If you have any health issues or symptoms you'd like to discuss, feel free to share them with me.

user: I just see a ad on Facebook about your package of 1299
bot: Thank you for your interest in our package. For detailed information and to purchase the package, you can contact our Madhavbaug support team at +91 7400468145. Our team is available from Monday to Saturday, 10 AM to 7 PM, and will be happy to assist you with any questions or concerns you may have.

",Symptom Consultation
66fd02d6fcea0548a9c4920e,"Below is the conversation between the bot and user

user: I need 1 bottle
bot: Hi, I am Vaidushi and how can I help you today regarding your interest to buy Madhavprash? Here is the link to purchase your Madhavprash https://madhavprash.store


bot: Thanks for your order it will be deliver to you within 2 to 3 working Days Dosage Guidelines for Madhavprash : For Adults (18 years and above): Dosage: 10 grams daily = 1 teaspoon When: Morning, on an empty stomach Duration: Consistently for 3 months for the best results For Children (5 to 17 years): Dosage: 5 grams daily = half Teaspoon When: Morning, on an empty stomach Duration: Consistently for 3 months for the best results also you can save this number for future Re-Orders of Madhavprash

",Lab Test Results Inquiry
66fcfc4932321f1d5fd2a64a,"Below is the conversation between the bot and user

user: Not received test reports yet . Pramod Siddham 9822202589.
bot: Hi Pramod, this is Aisha from Madhavbaug. Have you been experiencing any symptoms or health issues recently?

user: I am an old patient of cord compression with neurological symptoms. Recently I experienced breathing problem.
bot: It's important to address both your cord compression with neurological symptoms and breathing problem. Have you noticed any changes in your symptoms recently?

user: Those symptoms have increased, I want to know and confirm whether they are because of heart problem.
bot: It's important to address the symptoms you are experiencing. If you are concerned about a heart problem, it would be best to consult with a healthcare provider for a proper evaluation and diagnosis. If you would like, you can call us back at +917304501163 for further assistance.

user: I have given blood to Madhaubugh affiliated lab but not yet received the reports. I have given appointment for Panchakarma on 6 th Oct 24 at Atrey layout, Nagpur centre, I shoud have reports before that. And what should be first , I think first consultation and Examination , followed by relevent bood tests and then treatment but here I am finding blood test first, then treatment and then consultation, feeling I am under treatment of doctor or what. Please guide properly.
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Nagpur( Ajani Square)
Address: plot no 52 Navjeevan colony next to Navjeevan bakery near madhavnetraly Nagpur 440015

Clinic Name: Nagpur (pratap Nagar)
Address: Plot no 6, opp to Datta Meghe college Gate no 1, Near Vimaltai Tidke convent, Atrey layout,

Clinic Name: Nagpur (dharmpeth )
Address: MEGH APARTMENT , FLAT NO 1, BESIDE ASIM PETH SHOP,NEAR GAJANAN MAHARAJ MANDIR, ZENDA CHOWK , DHARAMPETH NAGPUR-440010.

Do you like to book an appointment in one of the clinics mentioned above?

user: Not getting relevent answer.
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

",Symptom Consultation
66fcfa8bea90d09a277f4ae0,"Below is the conversation between the bot and user

user: Kitne bottle khane chaye
bot: Ek vyakti ko din mein 10 gram (1 chamach) Madhavprash lena chahiye. Ek bottle Madhavprash 280 gram ka hota hai, jo lagbhag 28 din tak chalega. Is hisaab se, agar aap ek mahine ke liye lena chahte hain, to aapko ek bottle ki zaroorat hogi.


user: Mera stunt laga hua hsi
bot: We apologize that our medicines did not meet your expectations and appreciate your feedback.

However, we want to share that our products and over 360 clinics have helped thousands of patients achieve heart and diabetes reversals, with many recommending us to others. Notably, more than 150,000 units of Madhavprash have been consumed, with over 50% of purchases coming from repeat buyers who experienced positive results.

We encourage you to follow the recommended usage to see the benefits. We take your experience seriously and will work to improve. Thank you for sharing your thoughts.


user: Ek blockage aise hi hai
bot: We apologize that our medicines did not meet your expectations and appreciate your feedback.

However, we want to share that our products and over 360 clinics have helped thousands of patients achieve heart and diabetes reversals, with many recommending us to others. Notably, more than 150,000 units of Madhavprash have been consumed, with over 50% of purchases coming from repeat buyers who experienced positive results.

We encourage you to follow the recommended usage to see the benefits. We take your experience seriously and will work to improve. Thank you for sharing your thoughts.


",To Buy the Product
66fcf6f80b9cd4b1afa08a11,"Below is the conversation between the bot and user

user: Hii
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fcf67741feffc36c4bfee8,"Below is the conversation between the bot and user

user: Hello
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Mujhe ek Frnd ne apne institute ke bare me bataya hai
bot: I specialize in health-care, Ayurveda, and massage related questions. Do you have any symptoms or health issues that you would like to discuss?

user: I’m 47
bot: Thank you for sharing your age. Do you have any specific symptoms or health issues that you would like to discuss?

user: I have HLA b27 which cause regular body pain and wekness
bot: It's important to consult with a healthcare professional regarding your HLA-B27 status and any related symptoms you may be experiencing. Have you discussed this with a doctor yet?

user: Nowadays I have chest congestion weakness body pain etc
bot: It's important to address your symptoms of chest congestion, weakness, and body pain. Have you consulted with a healthcare professional regarding these issues?

user: Yes
bot: Have you noticed any additional symptoms, such as fever, cough, or difficulty breathing along with chest congestion, weakness, and body pain?

user: They diagnosed with Pharyngotonsilitis
bot: At Madhavbaug, we provide Ayurvedic treatments for Pharyngotonsilitis. We recommend visiting our nearest clinic for a consultation and personalized treatment plan. Would you like to book an appointment for further evaluation and treatment?

user: What is the cost and how many days it will take to recover
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Should I have to stay there for few days
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Bhandup Mumbai 400078
bot: Oh great! We have found 19 expert doctors in your area. Could you please let us know your exact location in Bhandup Mumbai 400078?

user: Near Bhandup station
bot: It seems that your message does not include information about your location or the provided location is not clear enough to figure out the nearby clinics. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: LBS road , near Bhandup station , Bhandup, Mumbai 400078
bot: Clinic list Sent

user: Is all these distorts are ENT specialists or general practitioners ?
bot: Madhavbaug specializes in Ayurveda and holistic health care, so the doctors are likely to be Ayurvedic specialists rather than ENT specialists or general practitioners.


user: Doctors *
bot: At Madhavbaug, our expert doctors specialize in Ayurvedic treatments and integrate modern medical insights to provide comprehensive solutions for reversing lifestyle diseases. Our doctors offer personalized treatment plans, dietary changes, lifestyle adjustments, traditional therapies, modern medical interventions, and continuous support and monitoring. To book an appointment with one of our expert doctors, you can visit the nearest Madhavbaug center. Use our Clinic & Hospital Locator to find the contact information for your nearest clinic: [Madhavbaug Clinic & Hospital Locator](https://madhavbaug.org/clinic-hospital-locator/). If you need further assistance, please do not hesitate to contact us.

user: Thank you
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

",Symptom Consultation
66fcf06a41feffc36c4bfee1,"Below is the conversation between the bot and user

user: https://youtu.be/z9GnayG6wjc?si=ftui70q6IOKFehdz
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: https://youtu.be/NmKKI0PML7I?si=jtzUoZrbsvNcb618
bot: Thank you for sharing the video. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fcefce41feffc36c4bfedf,"Below is the conversation between the bot and user

user: Hi
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Hindi onli
bot: I'm sorry, but I can only assist with health-care, Ayurveda, and massage related questions in English. If you have any health concerns or issues you'd like to discuss, feel free to let me know in English.

",Symptom Consultation
66fcea240b9cd4b1afa08a0b,"Below is the conversation between the bot and user

user: Hello sir
I am heart patient 
55 yrs male
From Hyderabad 
(1) one stunt inserted last 2 yrs back
I am using medicine I am ok 
Shall I have any check up with u
bot: It's great to hear that you are feeling okay. Since you are a heart patient with a stent inserted 2 years back, it's important to have regular check-ups with your healthcare provider. Have you been experiencing any symptoms like chest pain, shortness of breath, or palpitations recently?

user: No sir
bot: It's good to hear that you are not experiencing any symptoms. It's still important to have regular check-ups with your healthcare provider to monitor your heart health. If you ever have any concerns or need to book an appointment for a check-up, feel free to reach out.

user: Ok 
Thanks 🙏
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: I will contact ur good self
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: Hyderabad 500018
bot: Oh great! We have found 11 expert doctors in your area. Could you please let us know your exact location in Hyderabad 500018?

user: Telangana
bot: Clinic list Sent

user: Erragadda
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Udgir Mini clinic
Address: Dr Shaikh Moula Dastgir In front of Udaygiri Hospital, Shellal Road, Udgir Dist Latur Pin 413517

Clinic Name: Omerga OPD
Address: Chavan clinic,opp. Diggi corner, Main road , Omerga, dist- Dharashiv

Clinic Name: Nanded Vajirabad clinic
Address: Madhavbaug Cardiac Clinic, First Floor, above the Godavari Urban Bank, Near Bank of Baroda, Vajirabaad, Nanded 431602.

Do you like to book an appointment in one of the clinics mentioned above?

user: Thanks 
Not now
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

",Symptom Consultation
66fce7e7ea90d09a277f4ad6,"Below is the conversation between the bot and user

user: Hello Sir
bot: Hi, I am Vaidushi and how can I help you today regarding your interest to buy Madhavprash?


user: Benefit of the products
bot: Madhavprash offers several benefits, including:

1. **Heart Health**: It helps protect the heart and other vital organs.
2. **Blood Sugar Control**: It aids in balancing blood sugar levels, making it suitable for diabetics.
3. **No Side Effects**: Made from 100% Ayurvedic herbs and natural ingredients, it is free from any side effects.
4. **High Vitamin C Content**: Contains 80 times more Vitamin C, primarily from natural Amla.
5. **Overall Health Improvement**: Beneficial for multiple lifestyle-related diseases due to its unique combination of 40+ proprietary herbs.
6. **Daily Protection**: Consuming one spoon (10 grams) each day can help protect against the fear of heart attacks.

user: Ok
bot: How else can I assist you with Madhavprash today? If you are interested in purchasing, here is the link:

Here is the link to purchase your Madhavprash https://madhavprash.store

If you have any other questions or need further assistance, feel free to ask!

user: Guru kirpa medicose.opp sen sec school.vpo jodhpur pakhar.teh maur mandi.dist bathinda.pincode 151509.contact no for delivery 9463040153
bot: Thanks for sharing the address.


user: Please place my order
bot: Here is the link to purchase your Madhavprash https://madhavprash.store


",To Buy the Product
66fce6ad1a04ce7b7ee5b223,"Below is the conversation between the bot and user

user: http://wvfu.shop/NLwg1be/23036893899066665201c82a15
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fce5fc90d8ec991781fc42,"Below is the conversation between the bot and user

user: Hi
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Location
bot: We have over 350 clinics across India. May I know where you are located so that I can find the nearest clinic for you?

user: Gajuwaka visakhapatnam location
bot: We have over 350 clinics across India. May I know where you are located so that I can find the nearest clinic for you?

",Symptom Consultation
66fce4dd31de073356a423f0,"Below is the conversation between the bot and user

user: Hi
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fce3ec31de073356a423ee,"Below is the conversation between the bot and user

user: Sir kaya aap ka hospital kolkata me h
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: Ballygang ( kolkata )
Address: 31 Mahanirban Roa , Hindustan Park ,behind Maharastra Bank Kolkata -29

Clinic Name: Bhubaneswar (Unique Enterprises)
Address: PLOT NO-407/2019, GARAGE CHHAK,NEAR RELIANCE TRENDS ,BHUBANESWAR-751002

Clinic Name: Siliguri Sevoke Road
Address: 3rd Floor Strong Enclave, Isckon Mandir Road, Sevoke Road, Siliguri

Do you like to book an appointment in one of the clinics mentioned above?

user: Sir I am living in asansol
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Sir give your contact no please
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: My location Asansol west bangal pin no 713301
bot: Oh great! We have found 14 expert doctors in your area. Could you please let us know your exact location in My location Asansol west bangal pin no 713301?

user: My exact location Asansol
bot: Clinic list Sent

user: Kindly give contact no in west bangal doctor
bot: I apologize for the inconvenience. You can reach out for a call back at +917304501163.

",Appointment Booking
66fcdd7e41feffc36c4bfed6,"Below is the conversation between the bot and user

user: Hello
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Yes , my father have some pain after lunch when he goes out for walking
bot: It's important to understand the type and intensity of the pain your father is experiencing after lunch when he goes out for walking. This information can help in determining the possible cause and appropriate solution.

user: Acute pain near chest/ heart
bot: It's important to monitor any acute pain near the chest or heart carefully. If the pain persists or worsens, it's advisable to seek medical attention promptly.

user: Last time he showed to cardiac Dr near our home town, the Dr said all good .
bot: It's good to hear that your father was checked by a cardiac doctor and was found to be in good health. If the pain persists or worsens, it's always advisable to consult with a healthcare professional for further evaluation.

user: I think this is totally psychological
bot: It's understandable to consider psychological factors in cases of unexplained pain. However, it's still important to ensure that all possible physical causes are ruled out. If the pain persists or causes concern, it's recommended to consult with a healthcare professional for a comprehensive evaluation.

user: How I can reach to your clinic
bot: We have over 350 clinics across India. May I know where you are located so that I can find the nearest clinic for you?

user: Pune sanghvi
bot: Here is a list of 3 nearest clinics to your location

Clinic Name: New Sangavi (PUNE)
Address: 48/2/1, Kate bangar park, Dnyanesh park,Krishna chowk, New Sangavi, Pimple gurav, Pune-411061,

Clinic Name: Pune (aundh)
Address: Madhavbaug clinic, Chanchal Apartment, Office no 3, Beside Bank of Maharashtra, Near Bremen Chouk, Aundh, Pune - 411007

Clinic Name: Pune(pimple Gurav)
Address: La Vida Loca commercial building,1st floor,H-102, katewasti road, Pimple Saudagar, Pune 411027. Landmark:Beside La Vida Loca Society.

Do you like to book an appointment in one of the clinics mentioned above?

",Symptom Consultation
66fcdd4d90d8ec991781fc3e,"Below is the conversation between the bot and user

user: Hey, bro, click for me and we can get 1000Rs together, 100% can be withdrawn, believe me!
http://api.gm3f.com/TEgk
bot: I'm sorry, I am a Health-Care Executive and can only assist with health-related queries. Do you have any symptoms or health issues that you would like to discuss?

user: Hey, bro, click for me and we can get 1000Rs together, 100% can be withdrawn, believe me!
http://api.gm3f.com/TEgk
bot: I'm sorry, I am a Health-Care Executive and can only assist with health-related queries. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fcd92b31de073356a423eb,"Below is the conversation between the bot and user

user: Hi
bot: Hi there! I'm Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: I have registered for Madhavbaug pariwar online with 1299/- with blood test and consultation
bot: That's great to hear that you have registered for Madhavbaug Pariwar online! If you have any specific health issues or symptoms you would like to discuss, feel free to let me know.

user: But unable to connect for blood tests
bot: I'm sorry to hear that you're having trouble connecting for your blood tests. Would you like me to assist you with any information or guidance on how to proceed with the blood tests?

user: I am having Overweight and joint pain issue
bot: We offer specialized treatments for both overweight and joint pain at Madhavbaug. For joint pain, we provide ""Vataher chikitsa,"" an Ayurvedic therapy that includes locally done Snehan (oil massage) for relief. For managing overweight, we have the Panchasutri treatment which includes dietary changes, detoxification therapies, exercise, Ayurvedic medicine, and regular monitoring. Would you like to book an appointment for a consultation and treatment?

user: Trying to connect with Raphacure team but not able to connect
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Nagpur 
440027
bot: Oh great! We have found 19 expert doctors in your area. Could you please let us know your exact location in Nagpur 
440027?

user: Current address 

Nilesh P Godase
Sacchidanand Waman Nagri Apartment, Flat no 1002, A wing, Besa-Pipla Road, Beside Jayanti Nagari-7, Pipla, Maharashtra 440027

Landmark: Croma/zudio showroom besa 

Cell : 9096052995
bot: Clinic list Sent

user: For blood tests or consultation ?
bot: For blood tests, you can visit a local diagnostic center or hospital. For consultation regarding your overweight and joint pain, you can book an appointment with Madhavbaug for specialized Ayurvedic treatments.

user: First I will go with blood tests
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Current address 

Nilesh P Godase
Sacchidanand Waman Nagri Apartment, Flat no 1002, A wing, Besa-Pipla Road, Beside Jayanti Nagari-7, Pipla, Maharashtra 440027

Landmark: Croma/zudio showroom besa 

Cell : 9096052995
bot: Oh great! We have found 19 expert doctors in your area. Could you please let us know your exact location in Current address 

Nilesh P Godase
Sacchidanand Waman Nagri Apartment, Flat no 1002, A wing, Besa-Pipla Road, Beside Jayanti Nagari-7, Pipla, Maharashtra 440027

Landmark: Croma/zudio showroom besa 

Cell : 9096052995?

user: Nagpur
bot: Clinic list Sent

",Symptom Consultation
66fcd71632321f1d5fd2a63e,"Below is the conversation between the bot and user

user: Hiii
bot: Hello! I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

user: Need to book a couple session for panchakarma
bot: Current location, city name, or postal code is required to book an appointment, please provide your location details so I can assist you further

user: Dhanori
Pune
411015
bot: Oh great! We have found 26 expert doctors in your area. Could you please let us know your exact location in Dhanori
Pune
411015?

user: For 3 days stay
bot: It seems that your message does not include information about your location. Could you please provide your current city name or postal code? This will help me assist you better in booking an appointment.

user: I want to book lonavla
bot: Clinic list Sent

",Symptom Consultation
66fcd6da32321f1d5fd2a63c,"Below is the conversation between the bot and user

user: https://www.facebook.com/share/r/4unqzLstLyMyBLm7/?mibextid=xfxF2i
bot: Hello, I am Aisha, a Health-Care Executive at Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
66fcd66790d8ec991781fc37,"Below is the conversation between the bot and user

user: appointment timing sir
bot: Hi, Thanks for reaching out! For immediate help, call +91 95383 11144 or click the link below to book an appointment

https://play.google.com/store/apps/details?id=com.fortis.myFortis&pcampaignid=web_share

bot: An appointment creation link has been sent. Kindly use the link to make an appointment. If you need any further assistance, please let me know!

user: Mr. Vijaykumar. J. G
bot: Hi, Thanks for reaching out! For immediate help, call +91 95383 11144 or click the link below to book an appointment

https://play.google.com/store/apps/details?id=com.fortis.myFortis&pcampaignid=web_share

bot: An appointment creation link has been sent. Kindly use the link to make an appointment. If you need any further assistance, please let me know!

user: Dr. Shridhar N
bot: Dr. Sridhara N is a cardiologist. His available timings are as follows:

- **Monday:** 10:00 - 12:00, 16:30 - 17:30
- **Tuesday:** 17:30 - 18:30
- **Wednesday:** 10:00 - 12:00, 16:30 - 17:30
- **Thursday:** 10:00 - 12:00, 16:30 - 17:30
- **Friday:** 17:30 - 18:30
- **Saturday:** 10:00 - 12:00, 16:30 - 17:30

Would you like to book an appointment with Dr. Sridhara N?


user: Yes today sir
bot: Hi, Thanks for reaching out! For immediate help, call +91 95383 11144 or click the link below to book an appointment

https://play.google.com/store/apps/details?id=com.fortis.myFortis&pcampaignid=web_share

bot: An appointment creation link has been sent. Kindly use the link to make an appointment for today. If you need any further assistance, please let me know!

user: Pls consert dr. Shridhar sir
bot: Hi, Thanks for reaching out! For immediate help, call +91 95383 11144 or click the link below to book an appointment

https://play.google.com/store/apps/details?id=com.fortis.myFortis&pcampaignid=web_share

bot: An appointment creation link has been sent. Kindly use the link to make an appointment with Dr. Sridhara N. If you need any further assistance, please let me know!

user: Emergency
bot: For emergency situations, you can consult the following doctors:

1. **Dr. Manjunath**
- Availability:
- Monday to Saturday: 09:30 - 10:00, 13:00 - 16:30

2. **Dr. Rithwik**
- Availability:
- Monday to Saturday: 17:30 - 18:00

3. **Dr. R Rahil A Y**
- Availability:
- Monday to Saturday: 18:30 - 19:30

Would you like to book an appointment with any of these doctors?

",Appointment Booking
66fcd12dea90d09a277f4ace,"Below is the conversation between the bot and user

user: https://tinyurl.com/FlipKart-4229
bot: Hello, I am Aisha, a Health-Care Executive of Madhavbaug. Do you have any symptoms or health issues that you would like to discuss?

",Symptom Consultation
